Date,Time,open,high,low,close,volume
20250101,09:15,1215.8499755859375,1217.0,1213.5,1216.550048828125,0
20250101,09:20,1216.449951171875,1216.949951171875,1215.0,1215.199951171875,107892
20250101,09:25,1214.8499755859375,1216.3499755859375,1214.800048828125,1216.300048828125,52763
20250101,09:30,1216.300048828125,1217.4000244140625,1215.5999755859375,1216.9000244140625,63941
20250101,09:35,1216.9000244140625,1217.9000244140625,1216.5,1217.25,36048
20250101,09:40,1217.300048828125,1217.4000244140625,1215.449951171875,1216.199951171875,44969
20250101,09:45,1216.0999755859375,1216.4000244140625,1213.699951171875,1213.699951171875,75659
20250101,09:50,1213.550048828125,1214.25,1211.5999755859375,1211.699951171875,62004
20250101,09:55,1211.699951171875,1213.8499755859375,1211.5999755859375,1212.800048828125,41621
20250101,10:00,1213.0,1213.75,1212.0999755859375,1212.5999755859375,32121
20250101,10:05,1212.8499755859375,1213.800048828125,1212.1500244140625,1213.5999755859375,32218
20250101,10:10,1213.5999755859375,1216.0,1213.5999755859375,1215.5,46455
20250101,10:15,1215.0999755859375,1216.0,1214.5,1215.449951171875,63230
20250101,10:20,1215.800048828125,1216.199951171875,1214.699951171875,1215.699951171875,72758
20250101,10:25,1215.699951171875,1216.9000244140625,1215.050048828125,1216.4000244140625,60830
20250101,10:30,1216.449951171875,1217.0,1216.0,1217.0,91513
20250101,10:35,1217.0,1218.5,1216.1500244140625,1217.9000244140625,192771
20250101,10:40,1217.449951171875,1218.449951171875,1217.050048828125,1217.0999755859375,52126
20250101,10:45,1217.050048828125,1219.0,1216.6500244140625,1218.949951171875,85869
20250101,10:50,1219.0,1220.75,1218.949951171875,1220.25,115421
20250101,10:55,1220.550048828125,1221.0,1220.0,1220.4000244140625,47488
20250101,11:00,1220.300048828125,1220.699951171875,1219.25,1219.5,40832
20250101,11:05,1219.75,1220.699951171875,1219.300048828125,1220.6500244140625,38276
20250101,11:10,1220.6500244140625,1220.800048828125,1219.550048828125,1220.300048828125,37146
20250101,11:15,1220.3499755859375,1220.8499755859375,1219.5,1220.8499755859375,42754
20250101,11:20,1220.800048828125,1220.949951171875,1219.4000244140625,1219.8499755859375,40471
20250101,11:25,1219.8499755859375,1222.550048828125,1218.800048828125,1219.75,106722
20250101,11:30,1219.75,1220.5,1218.75,1218.9000244140625,31466
20250101,11:35,1218.9000244140625,1219.0,1217.1500244140625,1217.1500244140625,57362
20250101,11:40,1217.6500244140625,1219.75,1217.050048828125,1219.5999755859375,41621
20250101,11:45,1219.550048828125,1220.5,1218.1500244140625,1218.5,33737
20250101,11:50,1218.5,1218.949951171875,1216.8499755859375,1216.8499755859375,40744
20250101,11:55,1217.0,1218.0,1216.5999755859375,1217.550048828125,27919
20250101,12:00,1217.800048828125,1219.3499755859375,1217.5,1219.0999755859375,40402
20250101,12:05,1219.0,1220.75,1218.25,1220.550048828125,132562
20250101,12:10,1220.4000244140625,1220.550048828125,1220.0,1220.300048828125,35245
20250101,12:15,1220.300048828125,1221.800048828125,1220.0,1221.449951171875,48552
20250101,12:20,1221.8499755859375,1225.3499755859375,1221.3499755859375,1223.9000244140625,492569
20250101,12:25,1223.8499755859375,1224.949951171875,1223.300048828125,1223.9000244140625,40531
20250101,12:30,1223.9000244140625,1226.25,1223.5999755859375,1225.0,102595
20250101,12:35,1225.0,1225.699951171875,1223.5999755859375,1225.5999755859375,54996
20250101,12:40,1225.5999755859375,1225.800048828125,1223.199951171875,1223.75,194989
