Date,Time,open,high,low,close,volume
20250101,09:15,23637.650390625,23682.599609375,23607.19921875,23675.349609375,0
20250101,09:20,23675.650390625,23678.75,23627.349609375,23629.650390625,0
20250101,09:25,23629.900390625,23644.05078125,23625.400390625,23640.849609375,0
20250101,09:30,23640.75,23650.05078125,23610.55078125,23617.0,0
20250101,09:35,23617.55078125,23633.69921875,23613.30078125,23629.0,0
20250101,09:40,23628.650390625,23632.5,23598.75,23610.599609375,0
20250101,09:45,23609.349609375,23609.349609375,23565.849609375,23570.650390625,0
20250101,09:50,23571.44921875,23580.849609375,23564.55078125,23568.69921875,0
20250101,09:55,23568.69921875,23598.400390625,23563.0,23592.05078125,0
20250101,10:00,23591.69921875,23606.650390625,23576.75,23578.80078125,0
20250101,10:05,23578.400390625,23604.30078125,23576.55078125,23596.400390625,0
20250101,10:10,23597.19921875,23648.25,23595.849609375,23629.599609375,0
20250101,10:15,23629.94921875,23637.400390625,23616.75,23631.150390625,0
20250101,10:20,23630.25,23640.05078125,23616.30078125,23630.900390625,0
20250101,10:25,23631.5,23655.150390625,23630.05078125,23653.25,0
20250101,10:30,23651.75,23659.349609375,23644.400390625,23648.0,0
20250101,10:35,23647.80078125,23676.55078125,23638.75,23662.650390625,0
20250101,10:40,23663.44921875,23669.80078125,23652.650390625,23656.599609375,0
20250101,10:45,23655.55078125,23712.44921875,23655.0,23710.849609375,0
20250101,10:50,23712.849609375,23747.099609375,23711.900390625,23737.5,0
20250101,10:55,23736.94921875,23749.849609375,23733.400390625,23739.30078125,0
20250101,11:00,23739.400390625,23751.94921875,23738.69921875,23741.55078125,0
20250101,11:05,23741.05078125,23761.400390625,23730.75,23755.349609375,0
20250101,11:10,23755.349609375,23758.349609375,23741.349609375,23754.05078125,0
20250101,11:15,23754.25,23778.650390625,23743.400390625,23769.80078125,0
20250101,11:20,23770.44921875,23771.400390625,23753.650390625,23756.150390625,0
20250101,11:25,23756.19921875,23768.0,23722.25,23742.900390625,0
20250101,11:30,23741.5,23749.099609375,23710.55078125,23710.55078125,0
20250101,11:35,23710.099609375,23715.44921875,23693.75,23699.150390625,0
20250101,11:40,23699.650390625,23725.5,23697.25,23724.44921875,0
20250101,11:45,23724.19921875,23735.94921875,23707.400390625,23708.44921875,0
20250101,11:50,23709.150390625,23712.30078125,23688.25,23688.25,0
20250101,11:55,23688.0,23698.349609375,23678.349609375,23691.5,0
20250101,12:00,23691.099609375,23707.0,23688.650390625,23706.44921875,0
20250101,12:05,23706.599609375,23717.94921875,23699.30078125,23713.849609375,0
20250101,12:10,23714.400390625,23718.94921875,23702.80078125,23714.25,0
20250101,12:15,23714.05078125,23738.55078125,23711.150390625,23738.5,0
20250101,12:20,23738.94921875,23769.80078125,23736.599609375,23753.44921875,0
20250101,12:25,23753.80078125,23763.099609375,23744.44921875,23748.900390625,0
20250101,12:30,23749.19921875,23772.94921875,23748.75,23762.0,0
20250101,12:35,23761.94921875,23770.69921875,23750.349609375,23769.900390625,0
20250101,12:40,23768.849609375,23771.69921875,23749.94921875,23759.900390625,0
20250101,12:45,23760.400390625,23771.25,23751.30078125,23760.19921875,0
20250101,12:50,23755.80078125,23773.0,23752.55078125,23757.19921875,0
20250101,12:55,23757.69921875,23760.900390625,23732.400390625,23733.849609375,0
20250101,13:00,23734.150390625,23740.849609375,23729.44921875,23740.849609375,0
20250101,13:05,23740.75,23742.44921875,23734.849609375,23737.0,0
20250101,13:10,23737.150390625,23737.150390625,23718.69921875,23727.05078125,0
20250101,13:15,23726.94921875,23738.05078125,23726.349609375,23730.400390625,0
20250101,13:20,23729.69921875,23741.900390625,23728.94921875,23735.650390625,0
20250101,13:25,23735.80078125,23747.349609375,23731.599609375,23744.55078125,0
20250101,13:30,23743.80078125,23749.55078125,23735.75,23738.650390625,0
20250101,13:35,23738.650390625,23744.400390625,23725.30078125,23738.94921875,0
20250101,13:40,23738.25,23752.400390625,23737.80078125,23749.69921875,0
20250101,13:45,23749.599609375,23761.650390625,23746.599609375,23755.30078125,0
20250101,13:50,23753.900390625,23768.94921875,23746.25,23759.900390625,0
20250101,13:55,23760.25,23785.94921875,23753.599609375,23785.400390625,0
20250101,14:00,23786.25,23822.30078125,23786.25,23812.30078125,0
20250101,14:05,23810.75,23820.900390625,23805.44921875,23814.25,0
20250101,14:10,23815.30078125,23815.30078125,23783.55078125,23789.099609375,0
20250101,14:15,23789.650390625,23791.849609375,23776.150390625,23782.150390625,0
20250101,14:20,23781.75,23788.19921875,23777.400390625,23786.5,0
20250101,14:25,23786.25,23789.05078125,23770.94921875,23779.55078125,0
20250101,14:30,23779.900390625,23788.150390625,23776.599609375,23783.30078125,0
20250101,14:35,23783.0,23797.650390625,23778.599609375,23788.599609375,0
20250101,14:40,23788.75,23791.5,23764.599609375,23767.5,0
20250101,14:45,23767.099609375,23768.599609375,23751.44921875,23758.55078125,0
20250101,14:50,23757.349609375,23761.849609375,23744.69921875,23746.80078125,0
20250101,14:55,23746.75,23748.400390625,23734.75,23741.19921875,0
20250101,15:00,23741.55078125,23748.44921875,23729.44921875,23739.099609375,0
20250101,15:05,23738.25,23738.80078125,23721.44921875,23732.650390625,0
20250101,15:10,23734.30078125,23745.5,23727.900390625,23739.94921875,0
20250101,15:15,23739.75,23749.30078125,23733.400390625,23744.849609375,0
20250101,15:20,23745.94921875,23760.25,23739.25,23757.75,0
20250101,15:25,23758.0,23769.80078125,23754.44921875,23758.69921875,0
20250102,09:15,23789.5,23811.099609375,23778.400390625,23788.849609375,0
20250102,09:20,23788.19921875,23788.19921875,23755.30078125,23771.69921875,0
20250102,09:25,23771.75,23788.75,23764.650390625,23766.19921875,0
20250102,09:30,23760.30078125,23791.400390625,23752.400390625,23784.25,0
20250102,09:35,23783.69921875,23829.80078125,23780.400390625,23815.05078125,0
20250102,09:40,23816.94921875,23842.0,23811.80078125,23826.69921875,0
20250102,09:45,23826.650390625,23840.75,23806.44921875,23812.5,0
20250102,09:50,23812.650390625,23827.55078125,23791.80078125,23817.849609375,0
20250102,09:55,23818.0,23868.150390625,23818.0,23833.099609375,0
20250102,10:00,23834.05078125,23844.44921875,23829.30078125,23837.349609375,0
20250102,10:05,23837.650390625,23857.94921875,23837.650390625,23842.150390625,0
20250102,10:10,23844.650390625,23877.0,23830.0,23834.099609375,0
20250102,10:15,23833.0,23868.5,23830.599609375,23860.44921875,0
20250102,10:20,23861.75,23889.349609375,23851.349609375,23877.849609375,0
20250102,10:25,23878.150390625,23883.19921875,23865.650390625,23878.5,0
20250102,10:30,23878.5,23880.19921875,23866.19921875,23869.55078125,0
20250102,10:35,23869.19921875,23897.5,23855.599609375,23870.94921875,0
20250102,10:40,23871.05078125,23887.599609375,23870.599609375,23884.19921875,0
20250102,10:45,23884.25,23924.349609375,23878.05078125,23913.900390625,0
20250102,10:50,23914.05078125,23935.19921875,23909.650390625,23920.650390625,0
20250102,10:55,23919.94921875,23938.5,23908.05078125,23932.75,0
20250102,11:00,23931.94921875,23939.05078125,23926.900390625,23932.05078125,0
20250102,11:05,23931.75,23963.30078125,23921.75,23946.19921875,0
20250102,11:10,23946.19921875,23956.25,23941.599609375,23943.650390625,0
20250102,11:15,23943.80078125,23961.05078125,23937.25,23940.099609375,0
20250102,11:20,23940.30078125,23953.25,23927.05078125,23950.150390625,0
20250102,11:25,23949.80078125,23969.150390625,23949.69921875,23967.19921875,0
20250102,11:30,23966.650390625,23973.849609375,23961.69921875,23964.05078125,0
20250102,11:35,23964.5,23964.5,23955.0,23958.44921875,0
20250102,11:40,23958.75,23960.44921875,23944.599609375,23958.25,0
20250102,11:45,23957.900390625,23959.150390625,23935.19921875,23936.5,0
20250102,11:50,23936.55078125,23942.400390625,23916.94921875,23921.150390625,0
20250102,11:55,23920.94921875,23937.55078125,23916.25,23937.400390625,0
20250102,12:00,23937.69921875,23966.80078125,23937.69921875,23955.44921875,0
20250102,12:05,23955.150390625,23959.55078125,23953.69921875,23957.099609375,0
20250102,12:10,23957.0,23964.0,23933.900390625,23940.44921875,0
20250102,12:15,23940.900390625,23951.30078125,23927.349609375,23948.650390625,0
20250102,12:20,23949.099609375,23959.099609375,23947.19921875,23959.05078125,0
20250102,12:25,23959.69921875,24024.94921875,23959.55078125,24015.599609375,0
20250102,12:30,24014.849609375,24062.80078125,24014.19921875,24046.75,0
20250102,12:35,24046.80078125,24056.44921875,24035.05078125,24052.099609375,0
20250102,12:40,24053.25,24071.150390625,24045.099609375,24053.900390625,0
20250102,12:45,24054.650390625,24064.75,24045.150390625,24048.55078125,0
20250102,12:50,24048.19921875,24072.0,24036.25,24065.05078125,0
20250102,12:55,24065.599609375,24068.099609375,24045.25,24054.75,0
20250102,13:00,24055.650390625,24082.30078125,24043.44921875,24061.0,0
20250102,13:05,24061.19921875,24089.650390625,24059.0,24086.599609375,0
20250102,13:10,24086.400390625,24089.900390625,24077.19921875,24084.75,0
20250102,13:15,24085.349609375,24109.75,24081.75,24106.599609375,0
